TIMESTAMP,ContextTokens,GeneratedTokens
XXX,23,206
XXX,23,40
XXX,28,253
XXX,10,342
XXX,10,438
XXX,24,839
XXX,22,663
XXX,207,790
XXX,26,188
XXX,11,98
XXX,5,262
XXX,5,25
XXX,4,19
XXX,64,726
XXX,99,652
XXX,189,174
XXX,26,33
XXX,1091,827
XXX,10,207
XXX,78,633
XXX,28,713
XXX,7,207
XXX,18,685
XXX,588,945
XXX,653,1046
XXX,487,614
XXX,1201,185
XXX,17,188
XXX,11,325
XXX,39,270
XXX,20,517
XXX,20,124
XXX,26,281
XXX,26,874
XXX,210,262
XXX,42,51
XXX,64,36
XXX,25,381
XXX,8,296
XXX,877,390
XXX,1266,561
XXX,1243,116
XXX,19,220
XXX,21,663
XXX,9,299
XXX,12,19
XXX,86,27
XXX,176,303
XXX,48,21
XXX,23,290
XXX,22,257
XXX,21,306
XXX,10,137
XXX,1326,186
XXX,50,794
XXX,667,412
XXX,16,778
XXX,95,406
XXX,29,271
XXX,12,427
XXX,129,38
XXX,19,140
XXX,25,29
XXX,22,152
XXX,26,874
XXX,115,903
XXX,34,351
XXX,2,10
XXX,265,243
XXX,12,238
XXX,8,196
XXX,7,31
XXX,129,802
XXX,28,64
XXX,11932,365
XXX,112,565
XXX,22,32
XXX,19,369
XXX,5,103
XXX,443,441
XXX,21,278
XXX,214,674
XXX,6,553
XXX,41,279
XXX,22,283
XXX,62,300
XXX,107,35
XXX,17,579
XXX,8,202
XXX,17,380
XXX,7,596
XXX,37,359
XXX,879,230
XXX,5,16
XXX,34,418
XXX,66,198
XXX,52,3
XXX,119,285
XXX,9,595
XXX,7,264
XXX,123,61
XXX,2184,307
XXX,2265,219
XXX,1837,172
XXX,1947,332
XXX,1894,345
XXX,1979,35
XXX,2267,425
XXX,19,372
XXX,107,591
XXX,283,343
XXX,28,143
XXX,2314,55
XXX,20,321
XXX,25,187
XXX,1287,128
XXX,41,270
XXX,53,350
XXX,65,998
XXX,43,133
XXX,200,311
XXX,150,685
XXX,24,639
XXX,33,533
XXX,23,578
XXX,242,64
XXX,18,157
XXX,65,460
XXX,18,712
XXX,22,98
XXX,14,190
XXX,12,95
XXX,13,210
XXX,14,191
XXX,14,168
XXX,45,113
XXX,18,199
XXX,14,75
XXX,3222,33
XXX,3645,38
XXX,39,195
XXX,27,901
XXX,25,258
XXX,6,204
XXX,159,595
XXX,9,22
XXX,18,284
XXX,9,379
XXX,17,289
XXX,15,383
XXX,2,10
XXX,46,601
XXX,27,608
XXX,95,444
XXX,50,26
XXX,11,299
XXX,17,129
XXX,18,155
XXX,19,624
XXX,131,98
XXX,39,107
XXX,423,474
XXX,2,10
XXX,7,20
XXX,157,661
XXX,10,947
XXX,85,601
XXX,48,341
XXX,1121,184
XXX,449,81
XXX,670,15
XXX,2,10
XXX,15,314
XXX,17,294
XXX,10,24
XXX,437,260
XXX,8,410
XXX,31,375
XXX,34,308
XXX,21,392
XXX,268,567
XXX,226,970
XXX,4,350
XXX,72,162
XXX,12,16
XXX,22,700
XXX,91,63
XXX,17,199
XXX,41,353
XXX,23,117
XXX,20,466
XXX,433,351
XXX,18,235
XXX,3,14
XXX,25,523
XXX,12,81
XXX,145,122
XXX,954,380
XXX,95,922
XXX,455,412
XXX,18,450
XXX,6,279
XXX,32,219
XXX,8,205
XXX,146,664
XXX,4,41
XXX,1350,499
XXX,1313,501
XXX,1328,492
XXX,1331,591
XXX,2428,59
XXX,1804,103
XXX,2107,38
XXX,10456,637
XXX,51,815
XXX,18,351
XXX,1673,436
XXX,237,357
XXX,420,164
XXX,202,266
XXX,192,203
XXX,40,659
XXX,10,342
XXX,13,314
XXX,118,330
XXX,7,143
XXX,3299,285
XXX,147,95
XXX,35,798
XXX,676,388
XXX,13,407
XXX,72,405
XXX,164,373
XXX,9,422
XXX,30,571
XXX,262,567
XXX,163,289
XXX,481,219
XXX,1086,302
XXX,1270,118
XXX,1322,396
XXX,1221,293
XXX,1195,328
XXX,143,90
XXX,704,147
XXX,1185,269
XXX,1166,148
XXX,1191,248
XXX,13,381
XXX,50,7
XXX,545,6
XXX,69,301
XXX,17,212
XXX,2955,157
XXX,55,277
XXX,19,416
XXX,1075,306
XXX,80,664
XXX,144,232
XXX,19,372
XXX,12,409
XXX,27,219
XXX,1142,258
XXX,1047,228
XXX,1127,75
XXX,1508,123
XXX,1500,333
XXX,805,203
XXX,10,343
XXX,8,263
XXX,7,804
XXX,34,507
XXX,44,26
XXX,10,111
XXX,482,146
XXX,606,234
XXX,24,63
XXX,17,92
XXX,78,326
XXX,874,1001
XXX,74,93
XXX,11,370
XXX,1047,192
XXX,17,109
XXX,19,50
XXX,13,195
XXX,301,112
XXX,44,948
XXX,249,443
XXX,5,45
XXX,33,353
XXX,28,160
XXX,23,207
XXX,11,485
XXX,1837,340
XXX,23,515
XXX,33,398
XXX,22,388
XXX,133,352
XXX,27,373
XXX,1578,212
XXX,13,476
XXX,8,362
XXX,1510,116
XXX,36,896
XXX,483,21
XXX,89,926
XXX,39,996
XXX,55,386
XXX,13,414
XXX,80,29
XXX,154,466
XXX,15,574
XXX,8,204
XXX,16,342
XXX,88,413
XXX,316,916
XXX,10,867
XXX,9,222
XXX,25,31
XXX,28,176
XXX,290,123
XXX,12,712
XXX,115,37
XXX,31,386
XXX,1744,29
XXX,1446,518
XXX,1451,1004
XXX,15,92
XXX,12,149
XXX,6,195
XXX,8,39
XXX,896,878
XXX,19,426
XXX,9,124
XXX,21,530
XXX,24,87
XXX,28,73
XXX,73,494
XXX,16,202
XXX,47,364
XXX,13,126
XXX,60,211
XXX,13,204
XXX,97,246
XXX,9,48
XXX,118,138
XXX,692,417
XXX,608,102
XXX,416,96
XXX,7,31
XXX,10,79
XXX,14,510
XXX,327,1106
XXX,233,405
XXX,332,678
XXX,27,202
XXX,50,242
XXX,68,35
XXX,893,3
XXX,58,376
XXX,23,276
XXX,82,324
XXX,1695,163
XXX,47,148
XXX,11,139
XXX,1315,64
XXX,1383,638
XXX,154,283
XXX,15,878
XXX,391,469
XXX,24,18
XXX,8,60
XXX,346,903
XXX,131,198
XXX,141,79
XXX,556,237
XXX,16,361
XXX,22,494
XXX,8,251
XXX,103,24
XXX,8,348
XXX,511,312
XXX,12,224
XXX,69,239
XXX,109,933
XXX,6,180
XXX,20,223
XXX,83,463
XXX,1488,337
XXX,67,272
XXX,23,446
XXX,12,83
XXX,7,356
XXX,28,999
XXX,16,413
XXX,128,459
XXX,191,543
XXX,10,109
XXX,89,257
XXX,70,44
XXX,41,325
XXX,6,26
XXX,11,234
XXX,132,319
XXX,239,435
XXX,318,119
XXX,976,515
XXX,40,381
XXX,10,270
XXX,14,75
XXX,39,37
XXX,252,167
XXX,190,74
XXX,1252,268
XXX,14,513
XXX,30,375
XXX,389,163
XXX,100,155
XXX,33,71
XXX,17,489
XXX,14,100
XXX,11,316
XXX,29,61
XXX,206,23
XXX,25,452
XXX,10,99
XXX,15,128
XXX,46,29
XXX,7,144
XXX,1937,3
XXX,1203,172
XXX,2203,138
XXX,350,121
XXX,537,428
XXX,10,206
XXX,10,460
XXX,20,351
XXX,2632,46
XXX,2649,377
XXX,123,502
XXX,8,111
XXX,65,504
XXX,31,349
XXX,267,709
XXX,17,99
XXX,7,264
XXX,14,212
XXX,76,354
XXX,32,659
XXX,11,392
XXX,77,532
XXX,16,176
XXX,36,453
XXX,17,892
XXX,21,208
XXX,20,931
XXX,244,312
XXX,20,688
XXX,21,162
XXX,102,41
XXX,1899,461
XXX,20,135
XXX,27,395
XXX,1087,293
XXX,45,185
XXX,10,919
XXX,13,464
XXX,15,783
XXX,24,578
XXX,10,273
XXX,85,1065
XXX,2750,434
XXX,292,381
XXX,22,242
XXX,41,148
XXX,561,34
XXX,7,245
XXX,17,247
XXX,38,210
XXX,458,132
XXX,34,553
XXX,21,540
XXX,167,633
XXX,59,384
XXX,148,241
XXX,112,88
XXX,33,358
XXX,14,175
XXX,104,404
XXX,2,10
XXX,15,3
XXX,63,309
XXX,45,917
XXX,39,113
XXX,45,708
XXX,9,335
XXX,4,10
XXX,43,123
XXX,9,495
XXX,415,304
XXX,14,248
XXX,16,643
XXX,92,284
XXX,3026,249
XXX,2,10
XXX,17,447
XXX,9,87
XXX,14,167
XXX,10,171
XXX,95,6
XXX,2,870
XXX,736,601
XXX,2458,100
XXX,245,830
XXX,1956,272
XXX,139,29
XXX,76,97
XXX,125,918
XXX,20,345
XXX,20,51
XXX,53,374
XXX,26,468
XXX,382,934
XXX,30,160
XXX,44,919
XXX,36,25
XXX,24,178
XXX,3,37
XXX,18,158
XXX,457,231
XXX,154,507
XXX,6,138
XXX,49,293
XXX,14,256
XXX,22,123
XXX,36,64
XXX,35,244
XXX,45,369
XXX,10,106
XXX,1624,180
XXX,16,197
XXX,1271,203
XXX,1250,3
XXX,20,33
XXX,16,155
XXX,200,97
XXX,19,336
XXX,72,481
XXX,94,274
XXX,14,322
XXX,69,270
XXX,24,82
XXX,1164,547
XXX,31,343
XXX,13,347
XXX,158,414
XXX,195,139
XXX,169,125
XXX,100,29
XXX,2015,101
XXX,1172,95
XXX,4022,127
XXX,2781,100
XXX,3422,90
XXX,2999,104
XXX,2757,92
XXX,2474,97
XXX,1414,162
XXX,864,118
XXX,1452,840
XXX,182,422
XXX,901,841
XXX,226,80
XXX,154,892
XXX,116,106
XXX,372,109
XXX,154,758
XXX,1923,83
XXX,400,69
XXX,22,654
XXX,14,151
XXX,823,600
XXX,2023,947
XXX,7,35
XXX,28,485
XXX,27,773
XXX,18,434
XXX,19,257
XXX,14,291
XXX,2,10
XXX,80,617
XXX,242,434
XXX,114,421
XXX,12,373
XXX,79,375
XXX,19,67
XXX,3351,850
XXX,29,206
XXX,81,176
XXX,13,32
XXX,7556,752
XXX,22,981
XXX,23,611
XXX,15,402
XXX,15,288
XXX,13,595
XXX,63,127
XXX,21,14
XXX,18,475
XXX,40,114
XXX,7,376
XXX,50,671
XXX,109,609
XXX,6,46
XXX,249,124
XXX,9,79
XXX,52,515
XXX,8,253
XXX,51,328
XXX,60,502
XXX,88,139
XXX,111,284
XXX,61,217
XXX,346,125
XXX,1045,310
XXX,1051,405
XXX,1043,461
XXX,1048,597
XXX,1047,348
XXX,1054,354
XXX,12,104
XXX,331,489
XXX,432,125
XXX,12,263
XXX,13,372
XXX,11,249
XXX,8,714
XXX,90,309
XXX,12,373
XXX,99,362
XXX,17,395
XXX,41,810
XXX,535,755
XXX,7,282
XXX,105,393
XXX,8,189
XXX,2246,208
XXX,65,906
XXX,11,332
XXX,661,333
XXX,31,474
XXX,864,703
XXX,158,184
XXX,26,21
XXX,343,204
XXX,11,96
XXX,123,492
XXX,15,181
XXX,12,906
XXX,18,118
XXX,18,534
XXX,40,80
XXX,11,392
XXX,286,623
XXX,233,374
XXX,293,200
XXX,26,139
XXX,51,20
XXX,227,6
XXX,401,6
XXX,251,344
XXX,10,132
XXX,43,461
XXX,4,10
XXX,5,481
XXX,14,132
XXX,8,190
XXX,104,104
XXX,30,375
XXX,167,942
XXX,22,190
XXX,172,111
XXX,7,82
XXX,81,206
XXX,105,728
XXX,50,25
XXX,43,380
XXX,39,547
XXX,2,10
XXX,44,369
XXX,22,259
XXX,7,53
XXX,41,127
XXX,44,156
XXX,49,349
XXX,80,617
XXX,78,777
XXX,17,50
XXX,18,539
XXX,25,283
XXX,18,115
XXX,7,690
XXX,21,888
XXX,46,719
XXX,279,413
XXX,25,869
XXX,108,442
XXX,84,750
XXX,84,857
XXX,279,973
XXX,41,1016
XXX,874,812
XXX,883,969
XXX,20,272
XXX,102,206
XXX,16,315
XXX,44,433
XXX,72,59
XXX,23,657
XXX,73,721
XXX,25,28
XXX,387,296
XXX,307,466
XXX,75,22
XXX,22,776
XXX,18,309
XXX,319,63
XXX,23,238
XXX,27,316
XXX,16,282
XXX,6,262
XXX,571,79
XXX,35,261
XXX,95,252
XXX,15,458
XXX,16,192
XXX,29,403
XXX,9,20
XXX,13,101
XXX,9,275
XXX,13,148
XXX,288,145
XXX,82,750
XXX,12,351
XXX,28,183
XXX,70,446
XXX,13,143
XXX,461,138
XXX,429,203
XXX,508,98
XXX,267,154
XXX,18,781
XXX,14,257
XXX,23,273
XXX,183,231
XXX,3259,422
XXX,3361,409
XXX,3439,274
XXX,79,161
XXX,9,269
XXX,906,488
XXX,922,1091
XXX,928,292
XXX,33,349
XXX,11,362
XXX,24,590
XXX,39,292
XXX,23,236
XXX,260,568
XXX,12,389
XXX,7,266
XXX,12,96
XXX,15,840
XXX,277,940
XXX,59,43
XXX,206,228
XXX,31,22
XXX,207,427
XXX,23,60
XXX,41,349
XXX,5,74
XXX,32,390
XXX,14,527
XXX,13,168
XXX,24,732
XXX,22,393
XXX,9,359
XXX,85,197
XXX,8,245
XXX,18,416
XXX,32,149
XXX,2,415
XXX,21,748
XXX,12,137
XXX,37,615
XXX,25,402
XXX,15,275
XXX,11,47
XXX,8,318
XXX,48,186
XXX,18,3
XXX,30,284
XXX,7,258
XXX,20,104
XXX,20,345
XXX,37,277
XXX,117,518
XXX,24,121
XXX,9,214
XXX,2849,620
XXX,1,592
XXX,48,279
XXX,7,297
XXX,12,259
XXX,83,819
XXX,15,387
XXX,36,88
XXX,62,1011
XXX,16,105
XXX,96,607
XXX,76,240
XXX,128,760
XXX,77,417
XXX,55,406
XXX,82,509
XXX,12,179
XXX,2,10
XXX,99,79
XXX,38,376
XXX,6,715
XXX,382,577
XXX,98,705
XXX,121,137
XXX,74,388
XXX,21,286
XXX,115,26
XXX,10,593
XXX,11,102
XXX,3,32
XXX,51,358
XXX,32,230
XXX,18,152
XXX,50,12
XXX,36,3
XXX,28,269
XXX,11,526
XXX,13,30
XXX,425,5
XXX,22,298
XXX,47,32
XXX,16,294
XXX,47,317
XXX,30,34
XXX,25,42
XXX,40,339
XXX,34,294
XXX,33,643
XXX,16,373
XXX,23,289
XXX,164,153
XXX,34,259
XXX,12,150
XXX,8,238
XXX,62,461
XXX,11,179
XXX,779,278
XXX,27,801
XXX,19,37
XXX,313,362
XXX,13,303
XXX,63,475
XXX,4,48
XXX,2543,162
XXX,19,186
XXX,101,39
XXX,26,188
XXX,67,209
XXX,30,264
XXX,177,175
XXX,113,322
XXX,28,278
XXX,13,524
XXX,5,310
XXX,9,744
XXX,10,36
XXX,211,242
XXX,849,118
XXX,68,222
XXX,71,29
XXX,12,88
XXX,359,120
XXX,14,355
XXX,15,250
XXX,12,102
XXX,23,98
XXX,37,197
XXX,37,206
XXX,11,369
XXX,78,1008
XXX,109,440
XXX,12,44
XXX,193,506
XXX,12,231
XXX,23,305
XXX,14,366
XXX,27,443
XXX,24,256
XXX,34,34
XXX,7,311
XXX,74,805
XXX,11,503
XXX,1912,46
XXX,1912,15
XXX,1924,279
XXX,2249,219
XXX,695,10
XXX,162,290
XXX,4327,504
XXX,210,722
XXX,861,513
XXX,48,544
XXX,57,365
XXX,4335,3
XXX,16,215
XXX,2,34
XXX,32,308
XXX,39,6
XXX,738,251
XXX,12,149
XXX,27,410
XXX,18,238
XXX,34,665
XXX,37,970
XXX,11,763
XXX,21,328
XXX,20,355
XXX,63,367
XXX,27,558
XXX,39,738
XXX,50,273
XXX,86,270
XXX,81,1045
XXX,7,191
XXX,1159,431
XXX,1161,153
XXX,38,66
XXX,49,166
XXX,653,938
XXX,7,17
XXX,16,919
XXX,80,39
XXX,90,229
XXX,24,209
XXX,1453,193
XXX,498,339
XXX,172,29
XXX,358,274
XXX,495,451
XXX,252,204
XXX,348,3
XXX,25,303
XXX,443,439
XXX,314,249
XXX,324,262
XXX,249,175
XXX,344,202
XXX,12,338
XXX,9,28
XXX,19,245
XXX,207,319
XXX,21,175
XXX,7,430
XXX,99,155
XXX,95,353
XXX,415,362
XXX,16,228
XXX,15,445
XXX,44,227
XXX,23,292
XXX,15,367
XXX,6,163
XXX,19,72
XXX,5,50
XXX,9,312
XXX,20,850
XXX,35,47
XXX,82,959
XXX,7,158
XXX,129,454
XXX,87,996
XXX,48,662
XXX,14,114
XXX,8,439
XXX,3,31
XXX,475,653
XXX,29,103
XXX,1478,750
XXX,159,164
XXX,91,87
XXX,66,741
XXX,2,14
XXX,167,194
XXX,26,121
XXX,24,368
XXX,25,394
XXX,61,298
XXX,17,100
XXX,46,273
XXX,2051,490
XXX,2633,26
XXX,3135,488
XXX,9,21
XXX,38,19
XXX,10,364
XXX,5,54
XXX,24,57
XXX,104,418
XXX,12,123
XXX,15,208
XXX,426,655
XXX,422,357
XXX,48,169
XXX,15,123
XXX,510,147
XXX,18,387
XXX,733,229
XXX,29,172
XXX,8,812
XXX,5,74
XXX,11,265
XXX,1334,227
XXX,432,340
XXX,161,189
XXX,145,40
XXX,319,525
XXX,115,337
XXX,66,438
XXX,28,606
XXX,10,204
XXX,51,57
XXX,23,472
XXX,21,285
XXX,10,372
XXX,9,234
XXX,48,152
XXX,27,95
XXX,2565,952
XXX,7,47
XXX,27474,72
XXX,7,136
XXX,176,271
XXX,7,94
XXX,126,26
XXX,134,283
XXX,2157,321
XXX,37,427
XXX,10,135
XXX,12,529
XXX,1401,1064
XXX,4628,404
XXX,4671,174
XXX,4703,63
XXX,223,326
XXX,2,10
XXX,18,309
XXX,22,328
XXX,10,44
XXX,74,430
XXX,14,116
XXX,60,74
XXX,26,24
XXX,44,878
XXX,15,480
XXX,17,408
XXX,12,303
XXX,55,263
XXX,9,105
XXX,14,206
XXX,84,703
XXX,1256,948
XXX,1273,1013
XXX,1683,1013
XXX,1333,1055
XXX,1315,936
XXX,1290,962
XXX,1244,804
XXX,1198,816
XXX,2988,1018
XXX,2,10
XXX,27,287
XXX,665,228
XXX,277,645
XXX,22,99
XXX,98,692
XXX,17,331
XXX,16,110
XXX,84,867
XXX,26,214
XXX,16,30
XXX,10,362
XXX,2,43
XXX,70,463
XXX,26,405
XXX,191,324
XXX,933,144
XXX,361,227
XXX,96,24
XXX,482,522
XXX,35,44
XXX,116,192
XXX,1240,566
XXX,18,191
XXX,8,159
XXX,11,370
XXX,17,231
XXX,40,375
XXX,5,269
XXX,19,58
XXX,9,264
XXX,203,240
XXX,18,498
XXX,23,283
XXX,21,427
XXX,20,399
XXX,10,242
XXX,160,386
XXX,336,741
XXX,201,184
XXX,330,374
XXX,121,243
XXX,140,36
XXX,12,391
XXX,12,266
XXX,374,886
XXX,176,380
XXX,20,184
XXX,6,231
XXX,49,434
XXX,10,406
XXX,60,95
XXX,10,205
XXX,683,340
XXX,23,163
XXX,105,728
XXX,114,751
XXX,19,485
XXX,32,537
XXX,39,297
XXX,53,453
XXX,8,280
XXX,5,7
XXX,26,375
XXX,4,286
XXX,98,37
XXX,19,403
XXX,92,22
XXX,22,27
XXX,340,721
XXX,311,664
XXX,93,820
XXX,430,493
XXX,4,80
XXX,401,336
XXX,10,683
XXX,11,495
XXX,92,275
XXX,40,253
XXX,23,269
XXX,13,42
XXX,107,378
XXX,133,245
XXX,1209,34
XXX,41,390
XXX,30,181
XXX,116,33
XXX,18,393
XXX,391,76
XXX,148,57
XXX,861,999
XXX,14,81
XXX,3,10
XXX,3178,818
XXX,360,180
XXX,23,339
XXX,11,25
XXX,281,12
XXX,17,133
XXX,15,396
XXX,8,33
XXX,30,340
XXX,16,94
XXX,20,22
XXX,16,42
XXX,27,302
XXX,6,3
XXX,213,198
XXX,29,203
XXX,7,773
XXX,2,10
XXX,388,889
XXX,583,197
XXX,617,705
XXX,1153,755
XXX,913,761
XXX,991,759
XXX,624,143
XXX,585,949
XXX,25,378
XXX,43,260
XXX,106,533
XXX,278,12
XXX,33,484
XXX,31,205
